,neighbors,chemical_shift
1015,"[['C', 1.355192067507073, 0.0, 6, 2.55, 12]]",256.516
1016,"[['C', 1.35531174022722, 0.0, 6, 2.55, 12]]",255.996
1017,"[['C', 1.3538252665858157, 0.417479, 6, 2.55, 12]]",250.119
1018,"[['C', 1.3510977346764153, 0.417479, 6, 2.55, 12]]",273.195
1019,"[['C', 1.349730474700629, 0.417479, 6, 2.55, 12]]",276.454
1020,"[['C', 1.3437984512620695, 0.419218, 6, 2.55, 12]]",249.361
1021,"[['C', 1.343843582540559, 0.419218, 6, 2.55, 12]]",260.403
1022,"[['C', 1.353137153548576, 0.419218, 6, 2.55, 12]]",272.959
1023,"[['C', 1.3566561538467288, 0.140277, 6, 2.55, 12], ['H', 1.8789814508019065, 0.29541, 1, 2.2, 1]]",295.329
1024,"[['C', 1.3198503965943553, 0.170168, 6, 2.55, 12]]",286.151
1025,"[['C', 1.3503823791567826, 0.417682, 6, 2.55, 12]]",266.438
1026,"[['C', 1.354022205209425, 0.417682, 6, 2.55, 12]]",248.645
1027,"[['C', 1.351201957861756, 0.417682, 6, 2.55, 12]]",272.309
1028,"[['C', 1.33592698969282, 0.15931, 6, 2.55, 12]]",311.786
1029,"[['C', 1.3366904594262625, 0.160598, 6, 2.55, 12]]",314.547
1030,"[['C', 1.3407432794326106, 0.0, 6, 2.55, 12]]",255.423
1031,"[['C', 1.3407477640390553, 0.0, 6, 2.55, 12]]",255.425
1032,"[['C', 1.354690634939789, 0.417429, 6, 2.55, 12]]",257.655
1033,"[['C', 1.3499928215806969, 0.417429, 6, 2.55, 12]]",284.854
1034,"[['C', 1.3533734343581998, 0.417429, 6, 2.55, 12]]",255.64
1035,"[['C', 1.3348255266194777, 0.451084, 6, 2.55, 12]]",277.136
1036,"[['C', 1.350909384119154, 0.451084, 6, 2.55, 12]]",272.494
1037,"[['C', 1.3487825973405605, 0.451084, 6, 2.55, 12]]",280.452
1038,"[['C', 1.3572202491179324, 0.41748, 6, 2.55, 12]]",260.695
1039,"[['C', 1.3567712265590872, 0.41748, 6, 2.55, 12]]",253.029
1040,"[['C', 1.35171603146348, 0.41748, 6, 2.55, 12]]",283.366
1041,"[['C', 1.3472222297518628, 0.123845, 6, 2.55, 12]]",298.908
1042,"[['C', 1.372519311352555, 0.127249, 6, 2.55, 12], ['H', 1.9253104148644182, 0.295061, 1, 2.2, 1]]",319.4
1043,"[['C', 1.3520713870298295, 0.417477, 6, 2.55, 12]]",249.864
1044,"[['C', 1.3519305208686707, 0.417477, 6, 2.55, 12]]",268.427
1045,"[['C', 1.3490687940694353, 0.417477, 6, 2.55, 12]]",280.006
1046,"[['C', 1.3534716383808651, 0.417429, 6, 2.55, 12]]",255.393
1047,"[['C', 1.352398905493236, 0.417429, 6, 2.55, 12]]",257.738
1048,"[['C', 1.3496312741454266, 0.417429, 6, 2.55, 12]]",285.007
1049,"[['C', 1.3562078236717727, 0.146039, 6, 2.55, 12]]",305.63
1050,"[['C', 1.352968629853837, 0.419148, 6, 2.55, 12]]",260.77
1051,"[['C', 1.3677840288427734, 0.419148, 6, 2.55, 12]]",266.777
1052,"[['C', 1.3459645706859613, 0.419148, 6, 2.55, 12]]",278.81
1053,"[['C', 1.3313735623122398, 0.154828, 6, 2.55, 12]]",293.932
1054,"[['C', 1.3464563664034879, 0.124181, 6, 2.55, 12]]",293.241
1055,"[['C', 1.3526680957828963, 0.575248, 6, 2.55, 12]]",253.066
1056,"[['C', 1.3322461471034734, 0.575248, 6, 2.55, 12]]",259.776
1057,"[['C', 1.3445343104879999, 0.575248, 6, 2.55, 12]]",264.189
1058,"[['C', 1.3551093815375008, 0.123517, 6, 2.55, 12]]",314.871
1059,"[['C', 1.3415069792185894, 0.123515, 6, 2.55, 12]]",281.935
1060,"[['C', 1.3526464160364844, 0.417535, 6, 2.55, 12]]",256.285
1061,"[['C', 1.3526626062645892, 0.417535, 6, 2.55, 12]]",256.959
1062,"[['C', 1.349643012640137, 0.417535, 6, 2.55, 12]]",284.568
1063,"[['C', 1.3526464160364844, 0.417535, 6, 2.55, 12]]",256.285
1064,"[['C', 1.3526626062645892, 0.417535, 6, 2.55, 12]]",256.959
1065,"[['C', 1.349643012640137, 0.417535, 6, 2.55, 12]]",284.568
1066,"[['C', 1.3452422779689788, 0.123515, 6, 2.55, 12]]",290.072
1067,"[['C', 1.3554896785634765, 0.123517, 6, 2.55, 12]]",314.785
1068,"[['C', 1.3447106742799306, 0.125561, 6, 2.55, 12]]",292.931
1069,"[['C', 1.3326580547098303, 0.157688, 6, 2.55, 12]]",297.017
1070,"[['C', 1.332666103667022, 0.157688, 6, 2.55, 12]]",297.002
1071,"[['C', 1.3473750446828021, 0.123936, 6, 2.55, 12]]",294.867
1072,"[['C', 1.352950428126842, 0.417507, 6, 2.55, 12]]",256.41
1073,"[['C', 1.349316566805805, 0.417507, 6, 2.55, 12]]",284.235
1074,"[['C', 1.3529157062432513, 0.417507, 6, 2.55, 12]]",256.572
1075,"[['C', 1.3319789211937323, 0.154225, 6, 2.55, 12]]",295.91
1076,"[['C', 1.3469820948843108, 0.418103, 6, 2.55, 12]]",279.491
1077,"[['C', 1.352826077756549, 0.418103, 6, 2.55, 12]]",247.315
1078,"[['C', 1.3527909090431351, 0.418103, 6, 2.55, 12]]",247.679
1079,"[['C', 1.353442240015722, 0.417429, 6, 2.55, 12]]",251.109
1080,"[['C', 1.3503632952642437, 0.417429, 6, 2.55, 12]]",281.781
1081,"[['C', 1.352034618617058, 0.417429, 6, 2.55, 12]]",266.081
1082,"[['C', 1.3507107068958217, 0.41743, 6, 2.55, 12]]",272.524
1083,"[['C', 1.3546642546207495, 0.41743, 6, 2.55, 12]]",249.301
1084,"[['C', 1.351688339289198, 0.41743, 6, 2.55, 12]]",278.296
1085,"[['C', 1.3486454960893772, 0.417477, 6, 2.55, 12]]",271.964
1086,"[['C', 1.3500991263588928, 0.417477, 6, 2.55, 12]]",274.761
1087,"[['C', 1.3498872951475602, 0.417477, 6, 2.55, 12]]",250.293
1088,"[['C', 1.346750544904744, 0.123845, 6, 2.55, 12]]",299.019
1089,"[['C', 1.3719509544445672, 0.127249, 6, 2.55, 12], ['H', 1.926116426350313, 0.295061, 1, 2.2, 1]]",319.547
1090,"[['C', 1.3447977690204755, 0.158652, 6, 2.55, 12]]",323.384
1091,"[['C', 1.3446587840846311, 0.158411, 6, 2.55, 12]]",326.708
1092,"[['C', 1.3434786452099945, 0.419568, 6, 2.55, 12]]",264.343
1093,"[['C', 1.340504335770338, 0.419568, 6, 2.55, 12]]",253.329
1094,"[['C', 1.3552494874403298, 0.419568, 6, 2.55, 12]]",270.31
1095,"[['C', 1.3461483461516774, 0.16747, 6, 2.55, 12]]",321.412
1096,"[['C', 1.3653216067763425, 0.17033, 6, 2.55, 12]]",341.134
1097,"[['C', 1.3487865359394493, 0.0, 6, 2.55, 12]]",259.589
1098,"[['C', 1.3330230075580345, 0.0, 6, 2.55, 12]]",260.399
1099,"[['C', 1.3478856247640514, 0.0, 6, 2.55, 12]]",261.492
1100,"[['C', 1.3474301331840424, 0.417442, 6, 2.55, 12]]",270.891
1101,"[['C', 1.3510927045371235, 0.417442, 6, 2.55, 12]]",276.973
1102,"[['C', 1.350427527528785, 0.417442, 6, 2.55, 12]]",251.141
1103,"[['C', 1.3425215080426613, 0.123441, 6, 2.55, 12]]",281.196
1104,"[['C', 1.3526378841688687, 0.417486, 6, 2.55, 12]]",258.31
1105,"[['C', 1.3529501036488885, 0.417486, 6, 2.55, 12]]",255.873
1106,"[['C', 1.346138092342899, 0.417486, 6, 2.55, 12]]",284.13
1107,"[['C', 1.352952643722181, 0.41743, 6, 2.55, 12]]",275.539
1108,"[['C', 1.3520824174944959, 0.41743, 6, 2.55, 12]]",273.772
1109,"[['C', 1.3528233747399625, 0.41743, 6, 2.55, 12]]",249.821
1110,"[['C', 1.3453695152084377, 0.405516, 6, 2.55, 12]]",276.841
1111,"[['C', 1.3470313123611413, 0.405516, 6, 2.55, 12]]",262.161
1112,"[['C', 1.3752523148892346, 0.405516, 6, 2.55, 12], ['H', 1.9058306822610047, 0.295073, 1, 2.2, 1]]",264.332
1113,"[['C', 1.353721773269925, 0.417499, 6, 2.55, 12]]",257.3
1114,"[['C', 1.353837240571086, 0.417499, 6, 2.55, 12]]",257.728
1115,"[['C', 1.3468008228441497, 0.417499, 6, 2.55, 12]]",284.287
1116,"[['C', 1.34839238183164, 0.123421, 6, 2.55, 12]]",296.314
1117,"[['C', 1.350630750731087, 0.123629, 6, 2.55, 12]]",302.667
1118,"[['C', 1.3488703769593178, 0.123961, 6, 2.55, 12]]",296.651
1119,"[['C', 1.3313735623122398, 0.154828, 6, 2.55, 12]]",293.932
1120,"[['C', 1.332936884752552, 0.156901, 6, 2.55, 12]]",293.829
1121,"[['C', 1.3578078223435939, 0.164591, 6, 2.55, 12]]",334.271
1122,"[['C', 1.3449111306702475, 0.123444, 6, 2.55, 12]]",287.605
1123,"[['C', 1.3450948113264385, 0.123441, 6, 2.55, 12]]",284.358
1124,"[['C', 1.3526464160364844, 0.417535, 6, 2.55, 12]]",256.285
1125,"[['C', 1.3526626062645892, 0.417535, 6, 2.55, 12]]",256.959
1126,"[['C', 1.349643012640137, 0.417535, 6, 2.55, 12]]",284.568
1127,"[['C', 1.3502269326155971, 0.417443, 6, 2.55, 12]]",253.976
1128,"[['C', 1.350055374006466, 0.417443, 6, 2.55, 12]]",283.84
1129,"[['C', 1.3496328442381047, 0.417443, 6, 2.55, 12]]",259.359
1130,"[['C', 1.3472036216503576, 0.123443, 6, 2.55, 12]]",290.972
1131,"[['C', 1.3449111306702475, 0.123444, 6, 2.55, 12]]",287.605
1132,"[['C', 1.3578078223435939, 0.164591, 6, 2.55, 12]]",334.271
1133,"[['C', 1.330478996962881, 0.154666, 6, 2.55, 12]]",295.415
1134,"[['C', 1.3369388683187524, 0.138716, 6, 2.55, 12]]",287.725
1135,"[['C', 1.3458068367369707, 0.123441, 6, 2.55, 12]]",286.97
1136,"[['C', 1.3418227158658915, 0.447667, 6, 2.55, 12]]",248.788
1137,"[['C', 1.3455954126569045, 0.447667, 6, 2.55, 12]]",234.787
1138,"[['C', 1.342370833336031, 0.447667, 6, 2.55, 12]]",232.471
1139,"[['C', 1.346914038119845, 0.418167, 6, 2.55, 12]]",253.375
1140,"[['C', 1.364196907579757, 0.418167, 6, 2.55, 12]]",252.112
1141,"[['C', 1.3444054763326443, 0.418167, 6, 2.55, 12]]",280.796
1142,"[['C', 1.3534856821516257, 0.436534, 6, 2.55, 12]]",269.371
1143,"[['C', 1.3418224625110162, 0.436534, 6, 2.55, 12]]",273.14
1144,"[['C', 1.351908198936989, 0.436534, 6, 2.55, 12]]",252.198
1145,"[['C', 1.3542192896534913, 0.41743, 6, 2.55, 12]]",260.794
1146,"[['C', 1.3504767256418728, 0.41743, 6, 2.55, 12]]",283.575
1147,"[['C', 1.3531822488950416, 0.41743, 6, 2.55, 12]]",253.761
1148,"[['S', 1.6213987647854136, 0.147225, 16, 2.58, 32]]",98.804
1149,"[['C', 1.356665310680306, 0.417422, 6, 2.55, 12]]",262.536
1150,"[['C', 1.3580708498242924, 0.417422, 6, 2.55, 12]]",250.709
1151,"[['C', 1.352277901338734, 0.417422, 6, 2.55, 12]]",283.19
1152,"[['C', 1.3328053957824606, 0.451084, 6, 2.55, 12]]",282.515
1153,"[['C', 1.3528653977637546, 0.451084, 6, 2.55, 12]]",272.272
1154,"[['C', 1.3487382032542423, 0.451084, 6, 2.55, 12]]",279.158
1155,"[['C', 1.3437267106731188, 0.123441, 6, 2.55, 12]]",283.387
1156,"[['C', 1.3346161505111946, 0.140155, 6, 2.55, 12]]",287.462
1157,"[['C', 1.3709610612720056, 0.143021, 6, 2.55, 12], ['H', 1.793738638022501, 0.29541, 1, 2.2, 1]]",310.282
1158,"[['C', 1.3279436103987914, 0.534367, 6, 2.55, 12]]",266.595
1159,"[['C', 1.3306225733434123, 0.534367, 6, 2.55, 12]]",271.509
1160,"[['C', 1.3282592688903094, 0.534367, 6, 2.55, 12]]",268.007
